age,workclass,fnlwgt,education,educational-num,marital-status,occupation,relationship,race,gender,capital-gain,capital-loss,hours-per-week,native-country,income
43,Local-gov,143858,Some-college,10,Never-married,Protective-serv,Not-in-family,White,Male,15,0,40,United-States,<=50K
37,State-gov,59347,HS-grad,9,Married-civ-spouse,Tech-support,Unmarried,White,Male,8,0,80,United-States,<=50K
57,Private,149542,Some-college,10,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,6,0,46,United-States,<=50K
50,Self-emp-inc,135753,Assoc-voc,11,Married-civ-spouse,Sales,Unmarried,White,Female,0,0,45,United-States,<=50K
60,Private,139274,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,7,0,40,United-States,<=50K
23,Private,482154,Prof-school,15,Never-married,Prof-specialty,Own-child,White,Male,13,0,34,United-States,<=50K
29,Private,124698,HS-grad,6,Never-married,Prof-specialty,Not-in-family,White,Female,8,0,45,United-States,<=50K
19,?,106003,Some-college,10,Never-married,?,Own-child,Black,Female,9,0,8,United-States,<=50K
29,Local-gov,184987,Doctorate,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,14,0,40,United-States,<=50K
56,Self-emp-not-inc,139498,Masters,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,50,United-States,<=50K
35,Private,106246,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,30,United-States,<=50K
29,Private,237086,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States,<=50K
25,Private,167254,HS-grad,9,Married-civ-spouse,Prof-specialty,Not-in-family,White,Male,0,0,46,United-States,<=50K
24,Private,119758,Bachelors,13,Never-married,Prof-specialty,Unmarried,White,Female,25,1,46,United-States,>50K
55,Self-emp-not-inc,159292,1st-4th,9,Married-civ-spouse,Tech-support,Husband,White,Male,1,0,40,United-States,<=50K
19,Private,232610,12th,3,Never-married,Tech-support,Own-child,White,Female,0,0,58,United-States,<=50K
18,Private,156558,10th,5,Never-married,Other-service,Not-in-family,White,Male,19,0,9,United-States,<=50K
51,Private,134540,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,<=50K
27,Private,234164,Some-college,10,Never-married,Prof-specialty,Not-in-family,White,Female,23,0,40,United-States,<=50K
50,Private,106605,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,11,0,40,United-States,>50K
23,Private,218798,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1,45,United-States,<=50K
24,?,175296,Some-college,10,Divorced,?,Not-in-family,White,Male,11,0,45,United-States,<=50K
45,Private,183862,10th,5,Married-civ-spouse,Craft-repair,Husband,White,Male,23,0,45,United-States,>50K
25,Private,205326,9th,9,Never-married,Handlers-cleaners,Other-relative,White,Female,0,0,40,United-States,<=50K
55,Private,151350,10th,6,Divorced,Exec-managerial,Not-in-family,White,Female,14,0,20,United-States,<=50K
19,Private,209741,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,White,Male,7,0,44,United-States,<=50K
31,Private,462353,9th,6,Never-married,Craft-repair,Not-in-family,White,Male,0,0,45,United-States,<=50K
30,Private,101025,Bachelors,13,Never-married,Craft-repair,Own-child,White,Male,12,0,45,United-States,<=50K
31,Private,229701,HS-grad,9,Never-married,Adm-clerical,Not-in-family,Asian-Pac-Islander,Female,0,0,45,Nicaragua,<=50K
50,?,225272,Some-college,10,Never-married,?,Not-in-family,Black,Female,3,1,10,United-States,<=50K
44,Private,337809,Bachelors,13,Married-spouse-absent,Sales,Not-in-family,White,Male,22,1,45,United-States,>50K
20,Private,285563,Some-college,10,Never-married,Tech-support,Own-child,White,Male,7,0,40,Mexico,<=50K
30,Private,227459,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,7,0,46,United-States,<=50K
42,Self-emp-inc,270520,Masters,7,Married-civ-spouse,Prof-specialty,Husband,White,Male,6,0,40,United-States,>50K
18,?,285246,Some-college,10,Never-married,?,Own-child,White,Female,7,0,7,United-States,<=50K
20,Private,211825,Some-college,10,Never-married,Other-service,Own-child,Black,Male,0,0,19,United-States,<=50K
43,Local-gov,135652,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,5563,1,40,United-States,>50K
50,Self-emp-not-inc,100650,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,8,0,84,United-States,<=50K
54,Private,195362,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Female,11,0,46,United-States,<=50K
48,Private,204712,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,15129,0,40,United-States,>50K
38,Private,486396,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,0,0,57,United-States,<=50K
28,Private,253635,HS-grad,9,Never-married,Tech-support,Unmarried,White,Female,0,1915,40,United-States,<=50K
31,Private,194738,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female,23,1,45,United-States,<=50K
33,Private,47877,Masters,6,Never-married,Prof-specialty,Own-child,White,Female,0,0,50,United-States,<=50K
32,Private,210886,Bachelors,13,Divorced,Adm-clerical,Own-child,White,Female,5,0,40,United-States,<=50K
47,State-gov,147708,HS-grad,9,Married-civ-spouse,Other-service,Wife,Black,Female,0,0,30,United-States,<=50K
26,?,135762,Masters,14,Never-married,Prof-specialty,Own-child,White,Female,9,0,50,United-States,<=50K
22,Private,194769,Some-college,10,Never-married,Sales,Not-in-family,White,Female,0,0,19,United-States,<=50K
69,Private,39690,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,6,1,40,United-States,>50K
19,Private,215423,HS-grad,9,Never-married,Tech-support,Not-in-family,White,Female,0,0,44,United-States,<=50K
29,Private,162033,Some-college,10,Divorced,Tech-support,Unmarried,White,Female,0,0,60,United-States,<=50K
53,Self-emp-not-inc,142172,Some-college,7,Married-civ-spouse,Sales,Husband,White,Male,7,0,30,United-States,>50K
42,Federal-gov,241609,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,18,0,40,United-States,>50K
30,Private,56421,Bachelors,13,Never-married,Exec-managerial,Own-child,White,Male,16,0,60,United-States,<=50K
72,Private,235908,Bachelors,13,Married-civ-spouse,Transport-moving,Husband,White,Male,18,0,40,United-States,>50K
60,Local-gov,105750,Prof-school,15,Married-civ-spouse,Prof-specialty,Wife,White,Female,17,0,5,United-States,>50K
24,Local-gov,172465,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,4,0,40,United-States,<=50K
53,State-gov,256455,Some-college,10,Divorced,Sales,Not-in-family,White,Male,14,0,50,United-States,<=50K
42,Private,112738,HS-grad,9,Divorced,Exec-managerial,Not-in-family,White,Male,3767,0,50,United-States,>50K
20,Federal-gov,252531,Some-college,10,Never-married,Adm-clerical,Not-in-family,Black,Male,11,0,31,United-States,<=50K
23,Private,308231,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,9,0,22,United-States,<=50K
38,Private,275073,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,4867,1,40,United-States,>50K
50,State-gov,133629,Bachelors,13,Divorced,Adm-clerical,Unmarried,White,Male,9,0,45,United-States,<=50K
66,Federal-gov,45327,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,50,United-States,<=50K
45,Local-gov,192088,Masters,14,Married-civ-spouse,Exec-managerial,Wife,White,Male,23,1,40,United-States,>50K
26,Private,185376,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,30,0,40,United-States,<=50K
39,Private,236945,HS-grad,9,Divorced,Craft-repair,Unmarried,White,Female,4,0,40,United-States,<=50K
31,Private,192915,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,0,0,45,United-States,<=50K
33,State-gov,134041,Doctorate,16,Never-married,Prof-specialty,Not-in-family,White,Male,99999,1,50,India,>50K
44,Private,206182,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,9,0,45,United-States,<=50K
26,Private,205007,Some-college,10,Never-married,Tech-support,Own-child,White,Male,6,0,40,United-States,<=50K
30,Private,188534,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,0,1,44,United-States,<=50K
66,Private,187791,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,21,0,40,United-States,<=50K
28,Local-gov,210275,9th,7,Married-civ-spouse,Prof-specialty,Husband,White,Male,16,1,50,United-States,<=50K
61,Private,301229,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Female,0,0,21,United-States,>50K
60,Private,236547,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,14,0,40,United-States,<=50K
35,Private,248725,11th,7,Separated,Adm-clerical,Unmarried,White,Female,9,0,30,United-States,<=50K
30,Private,137978,Some-college,10,Divorced,Exec-managerial,Not-in-family,White,Male,11,0,35,United-States,<=50K
51,Local-gov,169631,Masters,14,Divorced,Prof-specialty,Unmarried,White,Male,8,0,40,United-States,<=50K
27,Private,98927,HS-grad,9,Never-married,Handlers-cleaners,Unmarried,White,Female,0,0,50,United-States,<=50K
47,Private,248228,Assoc-acdm,12,Never-married,Adm-clerical,Not-in-family,White,Female,8,0,45,United-States,<=50K
40,Local-gov,217157,Doctorate,16,Married-civ-spouse,Prof-specialty,Wife,White,Female,22,1925,40,United-States,>50K
19,?,243303,HS-grad,9,Never-married,?,Own-child,White,Male,0,0,18,United-States,<=50K
43,Private,201187,HS-grad,9,Married-civ-spouse,Adm-clerical,Own-child,White,Male,10,0,40,United-States,<=50K
44,Local-gov,52224,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,12,0,45,United-States,>50K
45,Private,39524,HS-grad,9,Never-married,Other-service,Other-relative,Amer-Indian-Eskimo,Male,0,1,40,United-States,<=50K
39,Local-gov,143048,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,7602,0,44,United-States,>50K
41,Private,186420,HS-grad,9,Divorced,Adm-clerical,Other-relative,White,Female,0,0,40,United-States,<=50K
24,Private,165125,Some-college,10,Never-married,Exec-managerial,Not-in-family,White,Male,3,0,46,United-States,<=50K
24,Private,203843,Some-college,10,Never-married,Prof-specialty,Not-in-family,White,Male,3,0,21,United-States,<=50K
25,State-gov,226764,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,8,United-States,<=50K
52,Self-emp-inc,234159,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,15,1,85,?,>50K
28,Private,236521,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,0,45,United-States,<=50K
23,Private,230294,Some-college,10,Never-married,Other-service,Own-child,Black,Female,0,0,20,United-States,<=50K
18,Private,105387,11th,7,Never-married,Craft-repair,Own-child,White,Male,10,0,23,United-States,<=50K
18,?,681504,HS-grad,9,Married-civ-spouse,?,Husband,White,Male,6,0,40,United-States,<=50K
26,Federal-gov,229452,Some-college,10,Never-married,Prof-specialty,Own-child,White,Female,10,0,40,United-States,<=50K
31,Private,233526,10th,6,Divorced,Sales,Unmarried,White,Male,0,0,58,United-States,<=50K
51,Private,45049,HS-grad,9,Divorced,Adm-clerical,Own-child,White,Female,4,0,9,United-States,<=50K
37,Self-emp-not-inc,125455,Bachelors,13,Married-civ-spouse,Sales,Husband,Black,Male,3,1,69,United-States,<=50K
43,Private,108388,Bachelors,13,Divorced,Exec-managerial,Unmarried,White,Female,15,0,31,United-States,<=50K
58,Private,167078,Bachelors,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,25,0,46,United-States,>50K
41,Private,156920,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,44,United-States,<=50K
25,Private,135879,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,5,1910,40,United-States,<=50K
27,State-gov,120754,Assoc-voc,14,Never-married,Prof-specialty,Unmarried,White,Female,16,0,50,United-States,<=50K
60,?,49835,11th,7,Divorced,?,Unmarried,White,Female,15,0,40,United-States,<=50K
30,Private,103453,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,United-States,<=50K
38,Private,176039,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,10,0,36,United-States,>50K
26,State-gov,130258,Bachelors,13,Never-married,Prof-specialty,Own-child,White,Male,15,1,40,United-States,<=50K
65,Self-emp-inc,158264,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Female,10,0,45,United-States,<=50K
58,Local-gov,198602,7th-8th,6,Married-civ-spouse,Adm-clerical,Husband,White,Male,9,1,40,United-States,<=50K
21,Private,168502,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,11,United-States,<=50K
17,Private,271710,11th,7,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,40,United-States,<=50K
35,?,42827,Some-college,10,Never-married,?,Not-in-family,Black,Male,16,0,40,United-States,<=50K
47,Private,195704,Masters,14,Divorced,Exec-managerial,Not-in-family,White,Female,14,1915,50,United-States,<=50K
47,Private,81838,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Female,0,0,40,United-States,<=50K
18,Private,325430,10th,16,Never-married,Prof-specialty,Own-child,White,Female,10,0,19,United-States,<=50K
28,Federal-gov,285825,Some-college,9,Married-civ-spouse,Craft-repair,Husband,White,Male,13,1,40,Yugoslavia,>50K
25,Private,254102,Some-college,10,Never-married,Sales,Own-child,White,Male,0,0,40,United-States,<=50K
50,Private,145880,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Female,13,0,50,United-States,>50K
25,Private,124030,Some-college,10,Never-married,Tech-support,Unmarried,White,Female,0,0,21,United-States,<=50K
17,Private,204416,Some-college,10,Never-married,Sales,Own-child,White,Female,3,1,12,United-States,<=50K
57,Private,48659,7th-8th,3,Married-civ-spouse,Exec-managerial,Husband,White,Male,25,0,40,United-States,<=50K
51,Private,193741,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,0,0,46,United-States,<=50K
28,Private,206936,10th,6,Never-married,Other-service,Unmarried,White,Female,18,0,30,United-States,<=50K
33,Private,175056,9th,4,Separated,Craft-repair,Unmarried,White,Male,11,0,40,Mexico,<=50K
51,Private,216393,12th,6,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,2932,0,40,United-States,<=50K
60,Local-gov,216820,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,23,1,43,United-States,>50K
52,Self-emp-not-inc,201847,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,41,0,50,United-States,>50K
24,Private,56035,Some-college,10,Never-married,Other-service,Not-in-family,White,Female,3,0,40,United-States,<=50K
32,Private,268141,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,15,0,45,United-States,<=50K
53,Private,229069,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Female,14,0,40,United-States,<=50K
47,Private,134998,Assoc-acdm,12,Widowed,Adm-clerical,Unmarried,White,Female,18,0,40,United-States,<=50K
48,Private,136249,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Male,0,0,40,United-States,<=50K
41,Private,188369,Assoc-acdm,12,Married-civ-spouse,Craft-repair,Husband,White,Male,11,0,50,United-States,>50K
42,Self-emp-inc,152522,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,99999,0,43,United-States,>50K
28,Private,141975,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,8,0,40,United-States,<=50K
44,Private,216627,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,12,1,50,United-States,<=50K
18,Self-emp-inc,41821,10th,6,Divorced,Farming-fishing,Unmarried,White,Male,19,1604,73,United-States,<=50K
30,Local-gov,422296,Assoc-acdm,12,Divorced,Adm-clerical,Unmarried,White,Female,7,0,46,United-States,<=50K
54,Private,121781,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,2,0,46,United-States,>50K
41,Private,284422,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,2,0,46,United-States,<=50K
26,Private,147550,Masters,14,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,1,45,United-States,<=50K
60,Local-gov,247272,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,21,0,45,United-States,>50K
32,Local-gov,161794,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,5,0,50,United-States,<=50K
62,Self-emp-not-inc,355070,5th-6th,3,Married-civ-spouse,Prof-specialty,Husband,White,Male,27,0,18,United-States,<=50K
50,State-gov,289673,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,1,80,United-States,<=50K
45,Private,158377,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,3,1,40,United-States,>50K
47,Private,86960,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Female,0,0,40,United-States,<=50K
47,Local-gov,112158,HS-grad,9,Married-civ-spouse,Craft-repair,Wife,White,Female,4,0,40,United-States,<=50K
17,Private,410676,HS-grad,9,Never-married,Adm-clerical,Unmarried,White,Male,6,0,40,United-States,<=50K
49,Private,56037,Assoc-voc,11,Separated,Machine-op-inspct,Unmarried,White,Female,4,0,40,United-States,<=50K
26,Private,262474,Bachelors,13,Never-married,Handlers-cleaners,Not-in-family,White,Male,6,1,46,United-States,<=50K
61,Self-emp-inc,116742,Some-college,10,Divorced,Transport-moving,Not-in-family,White,Male,7,0,40,United-States,<=50K
32,Private,63453,Some-college,10,Never-married,Other-service,Own-child,Black,Female,0,0,40,United-States,<=50K
25,Private,95449,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,2,0,61,United-States,<=50K
34,Federal-gov,105647,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,12,0,50,United-States,<=50K
46,State-gov,367228,Doctorate,16,Never-married,Prof-specialty,Not-in-family,White,Female,14,0,44,United-States,<=50K
32,Local-gov,177153,Assoc-acdm,6,Never-married,Protective-serv,Own-child,Black,Male,13,0,9,United-States,<=50K
25,Private,278830,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Own-child,White,Male,3,0,37,United-States,<=50K
41,Private,390193,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,46,United-States,<=50K
37,Private,166971,HS-grad,9,Married-civ-spouse,Craft-repair,Wife,White,Male,4,0,44,United-States,<=50K
63,Self-emp-not-inc,263805,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,2,0,40,United-States,<=50K
19,Private,195021,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,44,United-States,<=50K
54,Private,145776,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,10,0,50,United-States,>50K
61,Private,238460,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,5,0,45,United-States,<=50K
31,Private,322012,Some-college,10,Never-married,Other-service,Not-in-family,White,Male,17,0,44,United-States,<=50K
40,Private,236347,11th,7,Never-married,Other-service,Unmarried,White,Female,0,0,40,United-States,<=50K
34,Local-gov,177544,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,2,0,40,United-States,<=50K
45,Self-emp-not-inc,322911,9th,6,Married-civ-spouse,Farming-fishing,Husband,White,Male,27,1,45,United-States,<=50K
30,Private,208693,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,20,1,50,United-States,>50K
